name,time,tweet
SandraMaz,Fri Sep 07 08:49:24 +0000 2018,@ReaganBattalion @CoryBooker Believe in Something. Sacrifice everything. #JustDoIt
eubyma,Fri Sep 07 08:48:44 +0000 2018,"Nike...
Kkkkkkk
Believe in something , even you sacrifice everything...
Knee challenge...
#justdoit #kneechallenge #believeinsomething #nike https://t.co/k7UYiL0gbN"
Dennis_Tanui,Fri Sep 07 08:48:27 +0000 2018,The comparison you just made makes no sense. You can't compare Michael Vick Colin. Not even when it comes to #JustDoIt campaign. Absurd https://t.co/cqBwVqoFAS
kbairokeeffe,Fri Sep 07 08:47:53 +0000 2018,"Me, reckoning with Chapter 46. Writers, if it's not working, blow it up, scavenge for the gems, start again. Be fearless. #rewriting #writerslife #5amwritersclub #JustDoIt https://t.co/qklAHlB7vY"
MEGATruth4all,Fri Sep 07 08:46:31 +0000 2018,#FridayFeeling Their symbolism will be their downfall! #JustDoIt #WWG1WGA #QAnon https://t.co/mXcl4eBIIN
Lifeofreilly442,Fri Sep 07 08:45:51 +0000 2018,@bison_stew Lol these morons are obviously unaware of how a boycott works. #imwithkap #justdoit
tigknight,Fri Sep 07 08:45:49 +0000 2018,"Here’s an album for you… Geh Wht? By Tig Knight
https://t.co/KTygX2Bhws #FridayMotivation #Falcons #NewMusic #Spotity #rap #KAMIKAZE #Rolltide #JustDoIt #hiphop #Eminem #2KDay #NFLKickoff #LoveYourselfTourinLA #xoxofest #InBrotherhood #BTSWorldTour #PCAs"
JeffreyMW,Fri Sep 07 08:45:46 +0000 2018,To borrow a phrase:  #JustDoIt https://t.co/zbjKnq5Fgj
KarmenMoxie,Fri Sep 07 08:45:22 +0000 2018,Celebrate your Achievements. There’s nothing wrong with enjoying the fruits of your hardwork. #loveyourself #YouAreLoved #love #happiness #depression #hope #dontgiveup #BoycottNike #ColinKaepernick #justdoit #friends #karmenmoxie #moxiequotes #red
Zeena_notXena,Fri Sep 07 08:45:17 +0000 2018,"@iRomeAlot Definitely the best one yet 😭👏🏾

My motto for life now 
#NikeAd #InspirationalQuotes #JustDoIt https://t.co/VT6F50GrdU"
cypha_69,Fri Sep 07 08:45:15 +0000 2018,This #JustDoIt memes are killing me https://t.co/8kVb5npgVC
bibi_milewski,Fri Sep 07 08:44:39 +0000 2018,@honesgirl HE CAN DO IT. WE CAN DO IT. VAMOS RAFA... #JUSTDOIT 💪💪💪💪💪💪
AndyVanDyke,Fri Sep 07 08:44:15 +0000 2018,"Nothing is impossible!  
#JustDoIt https://t.co/B5M7WlTahS"
NandiGur,Fri Sep 07 08:44:04 +0000 2018,Just Do Marketing #ROI #Nike #JustDoIt  #Kapernick
fabsFWD_,Fri Sep 07 08:43:01 +0000 2018,"Nigeria and SA is trending the Nike ""just do it"" memes. Ghana will catch up by 27th December 2018 and prolly understand it and start tweeting between the Vals season and be like ""next weekend is funeral #justdoit"" 😂😂😂"
TheSmokersClub,Fri Sep 07 08:41:49 +0000 2018,Believe in something even it means never passing a drug test #JustDoIt 🐻💨
FlinkNigeria,Fri Sep 07 08:41:16 +0000 2018,#MorningRush #GIDITRAFFIC #NowPlaying #JustDoIt with style and stay in fashion like #wizkid https://t.co/G6BWuzlSA7
SpeakTruth911,Fri Sep 07 08:40:39 +0000 2018,@CNN @julianzelizer @CNNOpinion While Barack was great ... the USA must not focus on what was ... there must be drive and dedication put forth to what #WillBe ... #JustDoIt
hizam761,Fri Sep 07 08:40:29 +0000 2018,"Dominant Finance is a company based on real business. Just have a look here https://t.co/lAcZkjp5cJ

#cryptomining #justdoit #dominantfinance #realbusiness

Register here https://t.co/pSwiGzIan3 to mine your Cryptos. Thank you. https://t.co/8hlCI1R06q"
pqlaurie,Fri Sep 07 08:40:27 +0000 2018,"#justdoit #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt #justdoit #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt  
#PLEASE 

(This #tweet is not #endorsed by #Nike ) https://t.co/1jsUlc5UFN"
Shewolfmo,Fri Sep 07 08:40:20 +0000 2018,"For the first time in a very long time, I felt the hair on my body stand on end, goosebumps watching this Nike advert. #JustDoIt #PeoplePower https://t.co/nkXzbIx5eD"
TheWrestleHub,Fri Sep 07 08:39:43 +0000 2018,Best one yet #ricflair #justwooit #justdoit #wrestlingfamily #wwe #wrestling #prowrestling #prowrestlingislife #supportwrestlehub #wrestlingfan #wrestlinguniverse  #supportindywrestling… https://t.co/x4vV5iAxVS
Kimmers2882,Fri Sep 07 08:39:36 +0000 2018,"I don’t care what anyone says, that new @Nike ad was beautiful, heart warming &amp; spoke volumes to me! If your dreams don’t scare you, make them bigger! #JustDoIt #ProudToWearMyCheckmark, #LoveNotHate ❤️"
Temmieofktmedia,Fri Sep 07 08:38:32 +0000 2018,"🎙🎙Abeokuta Get ready @mrreal_legbegbe
 is bringing the fire to the Gateway City for Laffmattazz Loud in abeokuta (Oct 1, 2018) you don't wanna be Told  

Check flyer for more details 

#laffmattazz
#laffmattazzabeokuta2018 

Cc:@gbengaadeyinka
#Justdoit https://t.co/dmZnfVawzI"
CaliBA_SF,Fri Sep 07 08:37:18 +0000 2018,"People kill me. They have a problem with @Nike making @Kaepernick7 the face of #JustDoIt, but support @realDonaldTrump who dodged the draft 5 times, disrespected Naval Officer and POW @SenJohnMcCain, and the Khan's who are a Gold Star family."
pastordavidfeso,Fri Sep 07 08:36:22 +0000 2018,"If it’s God’s dream, He will pay the bills. Boldly attempt what God the Father has called you to do knowing that He is your backup. 

#BigGod 
#Faith 
#JustDoIt"
MaFiaMoDeLz,Fri Sep 07 08:36:20 +0000 2018,#Congratulations to @Kaepernick7 💪😊 from @KiNGzTHouGHTz and everyone here @MaFiaMoDeLz #Sacrifice #JustDoiT #MafiaModelz #Nike @Nike #Kaepernick https://t.co/1o4qBFotjs
paul_yole,Fri Sep 07 08:35:25 +0000 2018,"Nike stock has risen for the third straight day. In May this year, Nike traded at about $70 a share. Today it stands above $80. So if you want to burn your shoes #JustDoIt"
Touksmdr,Fri Sep 07 08:35:20 +0000 2018,Be the greatest ever #JustDoIt https://t.co/1bwsWeNLa5
pastordavidfeso,Fri Sep 07 08:34:27 +0000 2018,"If you are doing what God has called you to do, you will enjoy God’s overwhelming blessings. 

#Blessings 
#GodFirst 
#JustDoIt"
Bomdigityfresh1,Fri Sep 07 08:34:27 +0000 2018,Fuck it! I want to spend my savings on the new Spider-Man game 🤷🏻‍♀️ #JustDoIt
femmelefatale,Fri Sep 07 08:33:56 +0000 2018,@Nike. #colinkaepernick and child-filled #sweatshops. #justdoit
RealAfroTrump,Fri Sep 07 08:33:37 +0000 2018,"If @Kaepernick7 becomes a spokesperson for Tiki Torches, what would the alt right do? 😂😂😂😂 #JustDoIt"
theekayfree92,Fri Sep 07 08:32:54 +0000 2018,So #TNF was rigged by the @JulioJones_11 catch #cool typical #NFL @Nike #JustDoIt #MissedTheGame #TooBad #IWorkToo #Educate #SimplyNFL Refs
kayishaonline,Fri Sep 07 08:32:33 +0000 2018,"#BeInspired Stand up &amp;let the world know that God gave you #power. You have it, don't be afraid to use it #JustDoIt https://t.co/NGLZrfJtS2 https://t.co/zIBRcWEY4R"
Tori_H_,Fri Sep 07 08:32:26 +0000 2018,"BOOM! 

Took 5 minutes off Wednesday

The 'that's going to bloody hurt tomorrow' face included

*currently flat on my back in livingroom
**If you need something is tomorrow ok?😆😳😜🤪
#JustDoIt #runtastic #ToriGetsInShape #RoundIsAShape 
#PsoriaticArthritis #ridingthesimponipony https://t.co/gDzYkRh7ei"
galicagraphics,Fri Sep 07 08:31:36 +0000 2018,More #Artwork coming for #FreshArtFridays #GarlandArt been working #Commissions #Comics #Art #Illustrations #Marketing #Branding #JustDoIt https://t.co/xg0Fk3OMZn
sportscultureco,Fri Sep 07 08:31:35 +0000 2018,"#Nike presents ""Da Da Ding"" (2016) by French Director Francois Rousselet.

A powerful #music video that unites the talents of leading female athletes in #India which inspire women to break free from conventions and bring #sports into their lives. #JustDoIt https://t.co/7NaSp1QAey"
AndyVanDyke,Fri Sep 07 08:30:28 +0000 2018,"Motivation is the fuel necessary to keep the human engine running.
#Motivation #JustDoIt https://t.co/NCG04OfCY3"
shoeempireKE,Fri Sep 07 08:30:06 +0000 2018,"Get em @ Shoeempire
#whereelse #whatelse #JustDoIt #ShoeempireHq https://t.co/5Kzok1W627"
kdogpenny1,Fri Sep 07 08:28:43 +0000 2018,"When ⁦@FoxNews⁩ is messaging positively about ⁦@Kaepernick7⁩, you know the false narrative of disrespecting the military has fallen apart. Only people left offended are just ignorant. #JustDoIt  https://t.co/0SbHMRrKUH"
Hardeyaddra,Fri Sep 07 08:28:11 +0000 2018,@IndivisibleNet Karma is the code word. Homeless for being ignorant. #JustDoIt https://t.co/4HkOEQrQ6I
S_Lachmann,Fri Sep 07 08:27:24 +0000 2018,What happens now that #Nike's just done it? https://t.co/mrC2DX4BVA via @marketingdive #justdoit
chris_to_fpfer,Fri Sep 07 08:27:17 +0000 2018,The Republicans don’t have the fucking balls to expel Senators. That would be the catalyst to start the gauntlet. #justdoit
mgrant76308,Fri Sep 07 08:23:50 +0000 2018,Ya'll need to quit worrying about Nikes and go grab yourselves a pair of Justin work boots and take ya asses to work #justdoit
Tall_Dee,Fri Sep 07 08:23:38 +0000 2018,"Be Bold. Even if it means facing your greatest fear.
#JustDoIt

#Nike #NFL #Football #Ad #Commercial #Like #Model #Monochrome #Portrait #Portraits #Billboard # https://t.co/gt3zujglVl"
phindigp,Fri Sep 07 08:22:20 +0000 2018,Don't you sometimes feel like you have no creativity cells in your brain? You know you want to do and be more but you are stuck and have no idea where to start?🤔🤔🤔 #IneedChange #ImReady #ChangeIsComing #JustDoIt
my_art_style,Fri Sep 07 08:22:19 +0000 2018,#FlashbackFriday I painted this four years ago 🏈🏈🏈 @Kaepernick7 @Nike @NFL @49ers #ColinKaepernick #nike #JustDoIt #BelieveInSomethingEvenIfItMeansSacrificingEverything #dontburnyourgears #giveittothehomeless https://t.co/Ftriaxxz5t
Lamia5enousi,Fri Sep 07 08:22:08 +0000 2018,Inspiration at its best! #Justdoit .. well @Nike you did! https://t.co/MLPYuHX2jT
alat_ng,Fri Sep 07 08:21:39 +0000 2018,"The wild ones, the rulebreakers and those who love the beautiful game ⚽ will all be at @TheSociaLiga's #SociaLigaMD5 this Saturday. It's at the Children's International School, Lekki Phase 1 and it begins at 10:00 am. Join us: https://t.co/ZImodRngUw. #JustDoIt https://t.co/pZuEtFg2wZ"
eujeneteng,Fri Sep 07 08:21:02 +0000 2018,@climatemegan Impressive. #justdoit
PGovernors,Fri Sep 07 08:20:28 +0000 2018,"Your ONE STOP SHOP for all your car needs. 
Call us today or visit our nearest outlet for amazing discounts.
#Ivaluelife👨👧👦👩 
#pglultimatecontrol 
#pgldelivers 
#justdoit @ Power… https://t.co/qBXCBBc9jd"
ms_mazzymay,Fri Sep 07 08:20:15 +0000 2018,"@trishapaytas @lifeaseva Could b u. But u play wayyy too much gurlfrrraaaaannnnnn😃
#justdoit"
PoiPriestess,Fri Sep 07 08:20:11 +0000 2018,"Too funny to not share. If you don’t know who Tanya Harding and Nancy Kerrigan are this won’t be nearly as humorous. 
.
.
.
.
#tanyaharding #nancykerrigan #takeaknee #justdoit #nike… https://t.co/JWVV9Gpz4Z"
BrandDNA,Fri Sep 07 08:20:05 +0000 2018,This my friends is confident brands do social media. #JustDoIt https://t.co/mSGFZKhu0m
MavericksNpl,Fri Sep 07 08:19:54 +0000 2018,Don’t become the best netball player on the planet. Be bigger than netball #DreamCrazy #JustDoIt #ItsUsItsNow https://t.co/EYbFuAz101
ZizzleTV,Fri Sep 07 08:19:25 +0000 2018,@sinnfeinireland @LNBDublin @M_AndersonSF You can support Catalan independence but you can't support @gemmaod1 for president &amp; what's worse is your silence is deafening #Gemma4Aras18 #JustDoIt @MaryLouMcDonald @GerryAdamsSF
Sole_Parents,Fri Sep 07 08:19:23 +0000 2018,PARENTS REJOICE: Solo holidays have been officially sanctioned so say bye to the kids. https://t.co/f4xrAfUzOa #selfcare #justdoit
JheriLafierce,Fri Sep 07 08:17:08 +0000 2018,Satan is coming for all his goons... Devil rejects. #victory #Kaepernick #nike #JustDoIt https://t.co/1aG4BJ0Eqp
missnhannn,Fri Sep 07 08:16:49 +0000 2018,Can we please talk about how scrumptious this man is physically and mentally? Yums. @Kaepernick7 #JustDoIt https://t.co/CMLhJgaBYN
YahooSportsUS,Fri Sep 07 08:16:36 +0000 2018,"Colin Kaepernick is the new face of Nike's 30th anniversary ""Just Do It"" campaign. On Wednesday, Kaepernick tweeted out the Nike advertisement video with the caption ""Believe in something. Even if it means sacrificing everything. #JustDoIt"" The video
 https://t.co/IvqEV8VMHJ https://t.co/umBaUvY8W8"
Victor_Tams,Fri Sep 07 08:16:32 +0000 2018,"Believe, and #JustDoIt https://t.co/CvWucM3H93"
an3su_TFP,Fri Sep 07 08:15:51 +0000 2018,Calling a dream crazy - is not an insult. It's a compliment @Kaepernick7 @Nike #justdoit
0lukayode,Fri Sep 07 08:15:43 +0000 2018,"@GSholotan See bro, I’ve been asking if my dreams are crazy enough since that Nike video. #JustDoIt"
sam50something,Fri Sep 07 08:15:39 +0000 2018,I have 20 draft blog posts I’ve started with loads more ideas in my head!! I have one in particular which is SO late!! Someone please kick me in the butt!!!! Ahhgggggg #justdoit
nalalee,Fri Sep 07 08:15:07 +0000 2018,Just sent a threatening email to the owners of the company I work for.. and told them I'm not working tomorrow for the bullshit they pulled today.  Usually I don't act on my temporary feelings but Nike made me do it 🤷🏼‍♀️ #justdoit ✅
SayitFrankly,Fri Sep 07 08:11:19 +0000 2018,@Nike Why burn that which is on fire already? 🤷🏾‍♂️🔥 #JustDoIt 👌🏾
ronniensubuga0,Fri Sep 07 08:10:49 +0000 2018,"#JUSTDOIT
 If you can Dream it.Take the Journey,You can Achieve it. https://t.co/4Lnh9H13DV"
tnyaruwanga,Fri Sep 07 08:10:43 +0000 2018,Believe in something. Even if it means sacrificing everything! #justdoit #justdidit https://t.co/cK5uUzxUN8
cmophotoart,Fri Sep 07 08:09:26 +0000 2018,"@Nike @serenawilliams It’s not much, but I just bought your shares ✨🤗 #nike #dowjones #justdoit"
Adipositivity,Fri Sep 07 08:09:10 +0000 2018,"I hope this is real, cuz I just cackled so hard neighborhood dogs started barking. #Kaepernick #Nike #JustDoIt #SoManyMarys https://t.co/cbBKBgYpDq"
FIwegbue,Fri Sep 07 08:09:08 +0000 2018,"Oh Colin...
#JustDoIt
#ImWithKap https://t.co/YNaqqeBDK4"
fderiu,Fri Sep 07 08:08:51 +0000 2018,Believe in something. Even if it means sacrificing everything. #JustDoIt https://t.co/EGnKicbzxn
HorlarPr,Fri Sep 07 08:08:32 +0000 2018,"🎙🎙Abeokuta Get ready @mrreal_legbegbe
 is bringing the fire to the Gateway City for Laffmattazz Loud in abeokuta (Oct 1, 2018) you don't wanna be Told  

Check flyer for more details 

#laffmattazz
#laffmattazzabeokuta2018 

Cc:@gbengaadeyinka
#JustDoIt https://t.co/wgTE3u2oK0"
scratchandpout,Fri Sep 07 08:07:47 +0000 2018,"#rp @GotDamnZo waiting for today’s video like 👀 It’s Fridaaaayyyyy!!! 🎉 #happyfriday #scratchandpout 
•
•
•
#weekend #meme #nike #justdoit #happy #twerk #dance #smile #lifegoals #goals… https://t.co/wBAU1X6hn2"
SpRnch,Fri Sep 07 08:07:39 +0000 2018,The National Black Police Association Just Issued This Statement in Defense of Colin Kaepernick - https://t.co/oVfTkPPGqx #ColinKaepernick #INC #JustDoIt #Nike #SPORTSEQUIPMENT #SportsInTheUnitedStates https://t.co/DDrCHl5xaI
blkcosmo,Fri Sep 07 08:07:36 +0000 2018,Black #Cosmopolitan The National Black Police Association Just Issued This Statement in Defense of Colin Kaepernick - https://t.co/T8j4APi5Sw #ColinKaepernick #INC #JustDoIt #Nike #SPORTSEQUIPMENT #SportsInTheUnitedStates https://t.co/8BgDCa32jS
lindreamer,Fri Sep 07 08:07:20 +0000 2018,"https://t.co/yvXdRAg98b
#StrengthTraining #workout .ABAB format:
SquatCurl
BentoverRow
*
Bulgarian hipHinge
BenchDip
*
Plank tricep kickback
ReverseLunge
*
ReverseFly
Fly hollowBody
*
ReverseCurl,press,-ve frontRaise
HipUp+pullover
*
Sumo deadlift
Db toeTouch
#fitness
#JustDoIt"
BeetisBrown,Fri Sep 07 08:07:01 +0000 2018,This one wins the #JustDoIt memes https://t.co/uL024Vr6Sq
klingensmith_j,Fri Sep 07 08:06:58 +0000 2018,"@gin_and_tacos @KatieGoliday @Kaepernick7 Don't these Die hard MAGA worshippers know Trump hats are made by @Nike Nike

#JustDoIt #BringIt"
denisejsaunders,Fri Sep 07 08:06:29 +0000 2018,"@BET @Nike my BFF @marciagallow in Jamaica showing her full support and #justdoit in @nikesportswear. Strong, proud  #caribbeanqueen #jamaicanbeauty https://t.co/ydcpZqOCWU"
LeKuroKami,Fri Sep 07 08:06:00 +0000 2018,"Fellas, you gotta DM your crush “I’ve been wanting to repaint your walls for the longest”... Either you’re going to win big or get blocked. 

#JustDoIt"
tteodoraa,Fri Sep 07 08:05:41 +0000 2018,It's only crazy until you do it.. #justdoit https://t.co/WtnePPfvsK
MyGreyStudio,Fri Sep 07 08:05:36 +0000 2018,I am obsessed with the #justdoit 30th anniversary campaign. Amazing. Who did @Nike work with?
jonnieirwin,Fri Sep 07 08:05:21 +0000 2018,As it’s Friday we ‘re giving away some free tickets to A Place In The Sun Live ⁦@thenec⁩ in Brum. Get stuck in here... #FreebieFriday #property #Travel #newbeginnings #JustDoIt  https://t.co/ze2OggF6XW
dajshadoll,Fri Sep 07 08:05:06 +0000 2018,I honestly don’t know how I do it ... I #JustDoIt
Facebookedgmai1,Fri Sep 07 08:03:44 +0000 2018,"@Nike we dare u2 edify the face of Jihad
#JustDoIt https://t.co/B1yhngVzOz"
EcosseCables,Fri Sep 07 08:03:15 +0000 2018,@tom_watson So why has #TRAITORCORBYN voted MULTIPLE TIMES with the Tories. Oh did u forget Tom. Tsk tsk. Weight slipping off and mind slipping away. Time to resign the whip Tom. You KNOW it’s the right thing to do. Don’t be a coward #JUSTDOIT
RellaTheMag,Fri Sep 07 08:03:06 +0000 2018,"Everyone's remakes of the Nike ads have been inspirational, hilarious, and life-giving. Tag us in your favorites. #nike #justdoit #nfl #sports #protest #blackpower. https://t.co/XNKYLc4P5Q"
onthedotuk,Fri Sep 07 08:03:02 +0000 2018,"Who's ready for the weekend?! 😉
.
📷 @rickdasneves

#onthedot #samedaydelivery
#readyfortheweekend #tgif #friday #friday #passthewine #taketheleap #justdoit https://t.co/E4Xo51rgOb"
maxpayne_papi,Fri Sep 07 08:01:23 +0000 2018,"Who did this...
Whoever did this can never make heaven 
#JustDoIt https://t.co/QpfxxLLCbI"
iamdpassword,Fri Sep 07 08:00:44 +0000 2018,"You can keep living in bondage as far as it makes you happy.

#justdoit https://t.co/9KYbNZqFwQ"
claibourn,Fri Sep 07 07:59:53 +0000 2018,Believe in something. Even if it means sacrificing everything. #JustDoIt #Nike #ColinKaepernick... https://t.co/vWsjRLkJUg
pkraus,Fri Sep 07 07:58:49 +0000 2018,"Brands give orientation in our increasingly complicated world. We need more brands brave enough to say what they stand for, even if not everyone is going to like it. #nike #branding #leadership #justdoit https://t.co/Ku7UogL2Em"
